naics_code,safegraph_place_id,location_name,street_address,city,region,postal_code,country,phone,latitude,longitude
311811,sg:0310f7d482b645baae1715e2afd3c602,Brody's be Cafe,7267 Thornapple River Dr SE,Ada,MI,49301,US,16166825641,42.955321,-85.488536
712110,sg:400fa10b341144e39f9397cdcad0fb9c,Genesee County Historical & Museum Society,316 W Water St,Flint,MI,48503,US,18104104605,43.01728,-83.696039
311811,sg:d8517794b87f425e9017fcf7dc333564,Jampot,6559 State Highway M26,Eagle Harbor,MI,49950,US,19062894388,47.430614,-88.236643
712110,sg:bb8dc936a552417ca9aca1bc037fee5c,Kimball House Historical Museum,196 Capital Ave NE,Battle Creek,MI,49017,US,12699652613,42.321859,-85.17526
712110,sg:5ac801817bd04176aa2d51c39a13f0af,Marysville Museum,887 E Huron Blvd,Marysville,MI,48040,US,18103645198,42.90823,-82.470402
451211,sg:8dcddaf4c6574a2caf13ee31f2ec6db9,Argos Book Shop,1405 Robinson Rd SE,Grand Rapids,MI,49506,US,16164540111,42.957758,-85.635125
512131,sg:a414b0660ef8473c9e28f6a62c17901d,Local 741,741 Leonard St NW,Grand Rapids,MI,49504,US,,42.985344,-85.687312
311811,sg:c83c55dfb2634201bb03aa5634b751a2,Koepplinger's Bakery Inc,15200 W 8 Mile Rd,Oak Park,MI,48237,US,12489672020,42.446666,-83.19747
311811,sg:d384d11856da43a5a04417278b0bf242,Marquette Baking Company,117 W Baraga Ave,Marquette,MI,49855,US,19062283777,46.540583,-87.394574
712110,sg:b08f0c9f53bd421c8e02d66142382131,Leslie Area Museum,107 E Bellevue St,Leslie,MI,49251,US,15175895220,42.451003,-84.431559
311811,sg:4250c101a143404faa98ec8146a7902c,Mannino's Bakery,4062 17 Mile Rd,Sterling Heights,MI,48310,US,15869788166,42.578467,-83.069438
311811,sg:0854eced6b6d4faaa5489e07e60e8ea1,Achatz Pies of Armada,75700 North Ave,Armada,MI,48005,US,15867844743,42.855003,-82.884317
451211,sg:08e0c3e2468a4d51a6f878a3e3818629,C & G Newspapers,13650 E 11 Mile Rd,Warren,MI,48089,US,15864988000,42.49186,-82.986296
451211,sg:b2e9ba0669fe4798a16986e1cda7d42c,Superior Groundcover,10588 Linden Dr NW,Grand Rapids,MI,49534,US,16166697479,42.963458,-85.865193
451211,sg:bf87217c59c741e0ad0e78b5f0b61d1e,Bookworm,815 Shelden Ave,Houghton,MI,49931,US,19064820872,47.121591,-88.56318
311811,sg:8084d413ec184e95a7ee111739fef464,Annie's Baked Goods,1190 Plett Rd Ste A,Cadillac,MI,49601,US,12319200509,44.266416,-85.395902
451211,sg:f891db3a32644a1cab3620176ac1ea56,Blue Phoenix Books,106 N Second Ave,Alpena,MI,49707,US,,45.062389,-83.432991
712110,sg:5e06eecd99dd45e29d4c7748695be5fb,Museum Of Zoology,3003 S State St # G395,Ann Arbor,MI,48109,US,,42.243136,-83.736818
311811,sg:1073d0b3eb184aabaf675989861fe1fd,Breadsmith of Okemos,4901 Okemos Rd Ste 4,Okemos,MI,48864,US,15173471810,42.723028,-84.428165
451211,sg:1203b8e4862c4ac2acdc07c7a6e84944,Cheapstacks Used Books,407 Columbus Ave Loutit District Library,Grand Haven,MI,49417,US,,43.064241,-86.226675
451211,sg:730b3ffbbaa2415b94272204351a3857,Charlin's Book Nook,925 S Main St Unit D7,Frankenmuth,MI,48734,US,,43.323302,-83.738819
712110,sg:c1ad6b16e7df44e9a9107d489bd1ec5b,Cascade Township Museum,2839 Thornapple River Dr SE,Grand Rapids,MI,49546,US,16169561228,42.912379,-85.497101
712110,sg:535284fd236148e39fbf25f712f29224,Empire Area Museum,11544 S Lacore Rd,Empire,MI,49630,US,12313265568,44.813895,-86.05891
311811,sg:653ad308427446efb71a692ddd37dd0a,Johnny B's Cookies,22602 Greater Mack Ave,Saint Clair Shores,MI,48080,US,15867796675,42.460398,-82.90002
512131,sg:7196f2eb64334034926ded5ba0887f69,AMC Entertainment,12270 James St,Holland,MI,49424,US,16163945774,42.807648,-86.084669
311811,sg:ee0e0c5b11784563bf170d286dfa1866,Schafer Bakeries,807 Palmer Ave,Kalamazoo,MI,49001,US,12693431217,42.270382,-85.571577
451211,sg:7826b66378c14be5b5d0760a774a5fb6,Child1st Publications,2221 Plainfield Ave NE Ste 109,Grand Rapids,MI,49505,US,,43.003306,-85.65359
311811,sg:36f9a2b2facf4f34afabd2ab0b293707,On the Rise Bakery,6110 McClellan St,Detroit,MI,48213,US,,42.390137,-83.006621
451211,sg:93c4ef8d1e894310851a4430e192a85a,John K King Books North,22524 Woodward Ave,Ferndale,MI,48220,US,12485489050,42.458712,-83.132602
311811,sg:0f37f1a4553b44d791615723d98d2740,Roti Max Bakery,14430 Michigan Ave,Dearborn,MI,48126,US,13134361188,42.320339,-83.183145
712110,sg:d89357244baf41a1a6ed5bf61ad49e2c,Muskegon Museum Of Art Foundation,296 W Webster Ave,Muskegon,MI,49440,US,,43.23443,-86.250957
445291,sg:69510556565e4151b566ed53254f831f,Mrs. Fields Gifts,4262 Baldwin Rd # 554,Auburn Hills,MI,48326,US,,42.702411,-83.297375
311811,sg:cf9b52fe4e804cd49c91009260744419,La Gloria Bakery,3345 Bagley St,Detroit,MI,48216,US,13138425722,42.323255,-83.08437
512131,sg:022054c6acca4a7ba72c3d24a315069e,Kyyba Films,28230 Orchard Lake Rd Ste 201,Farmington Hills,MI,48334,US,12489104690,42.50339,-83.357875
451211,sg:17f3b10b2af548bd9d31701fcbbc366f,Cornucopia Books,2050 Breton Rd SE Ste 101,Grand Rapids,MI,49546,US,12486272626,42.925824,-85.608536
451211,sg:52e882b595ca430d807ec6649d24c113,JMW Brochure Distribution,Growing Up On Mackinac Island In The 30s And 40s,Rudyard,MI,49780,US,19064786511,45.786549,-84.736095
512131,sg:8e441fad90b84f32a1c164f1ce2c3df6,One Night Stan's Comedy Club,4761 Highland Rd,Waterford,MI,48328,US,12488756524,42.657959,-83.381822
311811,sg:f7bd63f9a9034b75abeb22b52faed58f,Vinewood Mexican Bakery,988 Vinewood St,Wyandotte,MI,48192,US,13136104274,42.207527,-83.164959
451211,sg:686177c8bc454c1284762b7fa5ceebc4,Tardy's Collectors Corner Inc,2009 Eastern Ave SE,Grand Rapids,MI,49507,US,16162477828,42.92689,-85.648337
311811,sg:47dafacb555e4709adb2bbc4c2522406,Le Macaron,27500 Novi Rd,Novi,MI,48377,US,12486600303,42.49216,-83.470828
512131,sg:8d324494b64345ac8f11d8cfc6bc327d,Meadow Brook Theatre,378 Meadow Brook Rd,Rochester,MI,48309,US,12483773300,42.675805,-83.217889
311811,sg:71df7416f2394e3d8523d8c2a0be259e,M & M Bakery,1506 Grandville Ave SW,Grand Rapids,MI,49503,US,16162458989,42.936412,-85.685669
451211,sg:eb14646f1da74408947a9e910d63e845,The Friends Shop,5577 Whittaker Rd,Ypsilanti,MI,48197,US,,42.208362,-83.615205
311811,sg:02329976d1144d1fa9d67871fc6f4caa,Energy Within,8469 S Saginaw St,Grand Blanc,MI,48439,US,,42.906559,-83.602777
311811,sg:f72b1b1cbb984eff9baf914266b95f10,Country View Bakery,5722 W US Highway 10,Ludington,MI,49431,US,12314256791,43.95668,-86.42226
311811,sg:4220c5f716a84716bb329cae3fc713ce,Sweet Lou's MQT,120 W Crescent St,Marquette,MI,49855,US,19065239238,46.551459,-87.393142
451211,sg:a5ad8b8b58e44c8785356d23d6da078b,Middle Eastern Bookstore,10344 W Warren Ave,Dearborn,MI,48126,US,13135825271,42.34461,-83.161113
311811,sg:8b556903478b4b69bc986d87bb27b553,Brightmoor Artisans Collective,22735 Fenkell St,Detroit,MI,48223,US,13132128851,42.399954,-83.266214
451211,sg:de38a2929ca847b5b4a6bd8b91e7ab42,Serendipity Books,113 W Middle St,Chelsea,MI,48118,US,17344757148,42.317767,-84.021125
712110,sg:27db0b7c51664225a6044fac6f51cdc8,Kids 'n' Stuff Children's Museum,301 S Superior St,Albion,MI,49224,US,15176298023,42.243648,-84.752639
311811,sg:a66cb3c7d4024c989428c191c55f31ea,DreamScape Desserts,3917 Leland Ave NE,Comstock Park,MI,49321,US,16169304030,43.033134,-85.668028
311811,sg:129bc787313e4dafa201ebeffbff1038,Grocer's Baking,7954 N Clare Ave,Harrison,MI,48625,US,19895396181,44.10324,-84.788727
451211,sg:880ee16f3fc143809d40284aa48766b1,Stadium Cards and Comics,2061 Golfside Rd,Ypsilanti,MI,48197,US,17344340283,42.258567,-83.6605
451211,sg:30e726d1a6114339bade223fb07a8567,The Comic Signal,4318 Plainfield Ave NE,Grand Rapids,MI,49525,US,16162598017,43.041023,-85.607374
311811,sg:5652f16efe0a43f0bfa0d1ab3ddb54f3,life Is Sweet Bakery & Cafe,42 E Main St,Milan,MI,48160,US,17346287185,42.084437,-83.682659
712110,sg:19b62eed8eb74418b807490c09cc3fb8,Mt Pleasant Discovery Museum,5093 E Remus Rd,Mt Pleasant,MI,48858,US,19893173221,43.598105,-84.74557
512131,sg:532d6ffa7eb644748c936465c3c10977,Purple Rose Theatre Company,137 Park St,Chelsea,MI,48118,US,17344337673,42.317478,-84.018826
712110,sg:16b9a16537c446f298fa751dcba04254,Mason County Historical Society Museum,1687 S Lakeshore Dr,Ludington,MI,49431,US,13604261020,43.927667,-86.445124
712110,sg:a22e7a7bc74b4811a79b3c8dd360b7ff,Detroit Children's Museum,6134 2nd Ave,Detroit,MI,48202,US,13138738100,42.365192,-83.073866
311811,sg:4aa4ad2e68f64883b4d314b39fd6da68,Elwin & Co,2971 Coolidge Hwy,Berkley,MI,48072,US,12485478846,42.499247,-83.184081
451211,sg:181d8b4f14bc402aa7b93ab0dd731dea,Curbside Xpressions,49650 Martin Dr,Wixom,MI,48393,US,12486349101,42.514585,-83.539035
311811,sg:22674b80e9b74443998faaf926f97715,American Bakery Products,14201 Tireman Ave,Dearborn,MI,48126,US,13136249605,42.349691,-83.18222
712110,sg:f88f90f7f14946d3a362b6ad383db89d,Museum Of Natural History,656 W Kirby St,Detroit,MI,48202,US,,42.358141,-83.072031
311811,sg:f7558a6653f840049529969c689d3640,Countryside Bakery,2204 29 Mile Rd,Homer,MI,49245,US,,42.10404,-84.728542
512131,sg:5daa809d564446c6ad5cf079719eddfb,The Downeaster Theatre,1120 N Pennsylvania Ave,Lansing,MI,48906,US,15177638045,42.746191,-84.537307
311811,sg:fc20209e91764c14ae3d075393d88f5c,Coffee Cabin,1431 E Cloverland Dr,Ironwood,MI,49938,US,19069320151,46.462881,-90.143831
311811,sg:dbdc91e8595b485991c35afd43489ff0,Dearborn Heights Bakery,24606 W Warren St,Dearborn Heights,MI,48127,US,13137301660,42.341531,-83.279739
311811,sg:2330bc7f179e42068fd590c46b5575f4,Ma and Pa's Gluten Free Cafe & Mini Golf,8852 N Quarterline Rd,Free Soil,MI,49411,US,12312331893,44.119023,-86.330285
451211,sg:d3a57c4488cd47e0a88f374dc89a164d,Holy Cross Christian Gifts & Church Supplies,12003 N Saginaw St,Mount Morris,MI,48458,US,18106870540,43.121495,-83.69477
311811,sg:bc80b59726c74b189ee6cd17445c9235,Nantucket Baking Company,615 Lyon St NW,Grand Rapids,MI,49503,US,16163509292,42.967112,-85.671399
512131,sg:28803eba66284b0f860f20ae0ee0bed6,The New Club Venus,9506 Michigan Ave,Detroit,MI,48210,US,13137246022,42.328117,-83.156333
451211,sg:defba6cce7c94b54ac0ce1d84e062e9b,Shrine of the Black Madonna,700 Seward St,Detroit,MI,48202,US,13138759700,42.373557,-83.081793
311811,sg:eaed602e8b9047329525c3eea44c5bd6,McDonald's Bakery,103 E Dowland St,Ludington,MI,49431,US,12318439495,43.949689,-86.447305
311811,sg:87ed2774dc4e481da87dc6fc8d4b58ed,Schafer Bakeries,3980 Airline Rd,Norton Shores,MI,49444,US,12317334435,43.180114,-86.2168
451211,sg:c7c79feed5f64f48ae083f840ca13a77,Tools To Teach,144 W Main St,Gaylord,MI,49735,US,19897315503,45.027547,-84.675592
512131,sg:c9ca92f043364eb59654098a58248626,AMC Entertainment,32289 John R Rd,Madison Heights,MI,48071,US,12485854477,42.531042,-83.11102
311811,sg:1cb29d15ad2643cdadca480e864596a4,Italian Butter Bread Sticks Bakery,4241 E McNichols Rd,Hamtramck,MI,48212,US,13138934945,42.418945,-83.060517
451211,sg:93dcc5d07d184358b4c68176221d2b29,Suburban Magazines,5321 Hill 23 Dr,Flint,MI,48507,US,18107629000,42.949685,-83.725334
451211,sg:b10c21be065b49efa26922b8015be992,Leelanau Books,109 N Main St,Leland,MI,49654,US,12312567111,45.023438,-85.760238
311811,sg:01313e2509ec49b584072ce59d0738e7,Chocolate Boutique & Bakery,118 W Grand River Ave,Howell,MI,48843,US,,42.607652,-83.930234
311811,sg:68a15798813f4efd8f17bd9c235751d0,BT's Bakery,25294 Greenfield Rd,Oak Park,MI,48237,US,12485412253,42.476446,-83.201201
311811,sg:d993d9e9c60f474b8c351a7450b36969,Bakery Plus,715 Haley St,Midland,MI,48640,US,19896980065,43.612181,-84.232943
311811,sg:1c85f65d036644d3be3d9ba584f7133f,Kolache Kitchen,107 W Mason St,Owosso,MI,48867,US,19897292700,42.999328,-84.171089
712110,sg:e3dd952107cf4ebf833755d5b7e29ed9,Manton Area Historical Museum,102 Griswald St,Manton,MI,49663,US,12318243208,44.41428,-85.39802
311811,sg:3c7485a85c8349dabdbbb044cf9a9fd4,Mid East Pastry Delight,2097 15 Mile Rd,Sterling Heights,MI,48310,US,15869793960,42.550915,-83.08714
512131,sg:2f8a9b37212a4822afebf4d8d321570a,Deja Vu,6530 Bay Rd,Saginaw,MI,48604,US,19897911186,43.502202,-83.9726
311811,sg:66b04cb3d48c4fc488a91b9dc0d6f3da,Ellie's Place,229 N Main St,Cheboygan,MI,49721,US,12312683518,45.644852,-84.476894
311811,sg:7277d0aef45d45dabea66728f8aab7db,North Branch Bakery,4098 Huron St,North Branch,MI,48461,US,18106882757,43.229112,-83.193634
311811,sg:9648817a8a3245b49fc89794cd7ca794,Fancy Pastry Shop,6543 Park Ave,Allen Park,MI,48101,US,13139287246,42.257825,-83.20691
311811,sg:d216fe2bf21a4633877efa4bb5f50d2e,Beth I's Pies,8851 Water St,Montague,MI,49437,US,12318932132,43.419385,-86.353694
712110,sg:9ae95e633986407a8d6b71b390c1df44,Carnegie Museum Of The Keweenaw,616 Shelden Ave,Houghton,MI,49931,US,,47.121329,-88.567906
512131,sg:a4071a4d807d424794fd32b1f9266919,One Trick Pony Grill & Taproom,136 Fulton St E,Grand Rapids,MI,49503,US,16162357669,42.963001,-85.665233
311811,sg:a63b0f72a64a4d15bd929bbf192c7f0f,Great Harvest Bread Co.,6137 W Saginaw Hwy,Lansing,MI,48917,US,15173271088,42.740403,-84.637765
451211,sg:ca3f7fc6a2ee4ca99488c0ecc3a88262,That Used Bookstore,810 S Adrian St,Tecumseh,MI,49286,US,15174236611,41.992317,-83.955988
512131,sg:df4cda9b1b8c47459f7b7af00165a049,AMC Entertainment,25333 W 12 Mile Rd,Southfield,MI,48034,US,12483681802,42.498612,-83.294497
512131,sg:e0b312473dc74b0a98d1554cee5026bc,MJR Digital Cinemas,100 E Maple Rd,Troy,MI,48083,US,12484982100,42.546535,-83.145048
512131,sg:c31f95b8deb94ddeb3ab2451bef24531,Henry the Viii South,15480 Dix Toledo Rd,Southgate,MI,48195,US,17342858829,42.194338,-83.217161
451211,sg:6c74fffee29648839cb0f46cd9187b09,Renaissance & Papyrus,507 Phoenix St,South Haven,MI,49090,US,12696377033,42.403347,-86.273628
451211,sg:bc2c7fedabe746968db474f3accd19d6,Peaceful Dove Religious Books & Gifts,36439 S Gratiot Ave,Clinton Township,MI,48035,US,15867923123,42.565169,-82.894736
512131,sg:ef73d11198c6404b9b1e41048206d951,Celebration! Cinema,3195 28th St SE,Grand Rapids,MI,49512,US,,42.914951,-85.587606
512131,sg:13144175f804453c9dbe06c07c49f334,Vegas Strip Gentlemens Club,948 Raymond Rd N,Battle Creek,MI,49014,US,12699628677,42.321314,-85.141411
712110,sg:325bb7caf12b45a6ac5552c7d07fe386,Ella Sharp Museum,3225 4th St,Jackson,MI,49203,US,15177872320,42.214624,-84.41586
451211,sg:f8b5d2c99eea4965a02df7420ebda529,Mike's Comics,36121 Green St,New Baltimore,MI,48047,US,15867169511,42.679651,-82.739485
512131,sg:513e4e74c23f40dd82194637fe88a0a8,NCG Cinemas,2500 Showtime Dr,Lansing,MI,48912,US,,42.764928,-84.515353
311811,sg:69bdc02f46ec4fbda9e85221937c53b1,Tony Cannoli Sweets & Eats,16125 West Rd,Trenton,MI,48183,US,17346726018,42.140245,-83.216784
712110,sg:4dba1e42ff8f45e7bd8adaa67b16e58d,Michigan's Own Military And Space Museum,1250 Weiss St,Frankenmuth,MI,48734,US,,43.318348,-83.735416
311811,sg:87654a4b572a49f8be3ee25aaf9d6481,Sweet Treats Bakery,1941 N Mitchell St,Cadillac,MI,49601,US,12317752948,44.278468,-85.40804
311811,sg:8ed6ebc267d048e1a2c6a83060f42107,New Leaf Pastries,504 Rock Hollow Dr NE,Rockford,MI,49341,US,16167458290,43.1283,-85.575063
451211,sg:4c47e0950e954e7282fc672c90b89423,Comix Corner,861 E Auburn Rd,Rochester Hills,MI,48307,US,12488523356,42.637894,-83.113579
451211,sg:d3d4c5acb98644e6a76d88bfd097a0bd,Vault of Midnight Comic Books & Stuff,1226 Library St,Detroit,MI,48226,US,13134812165,42.334279,-83.04657
451211,sg:f9aff2b252c64c8abc0145f1fd083d5e,Our Lady Of Grace Bookstore,24 Frank Lloyd Wright Dr Lbby C,Ann Arbor,MI,48105,US,17349303747,42.316472,-83.682952
512131,sg:1bcb0f0084094b84b6d42e638ad6de78,Cherry Bowl Drive In Theatre,9812 Honor Hwy,Honor,MI,49640,US,12313253413,44.668378,-86.042958
712110,sg:136fe3b05dd543239456a3593aed16a7,Curtis Museum,14022 W McNichols Rd,Detroit,MI,48235,US,,42.41681,-83.183908
451211,sg:15bf5b1d4bef41dda2e701ad9d0ed67f,Torchport Airpark,1309 N Us 31,Eastport,MI,49627,US,12315993128,45.05369,-85.350954
451211,sg:8c921ad77df84848b0680632ac55fcca,Paul Bunyan Sawmill,1491 E Morrison Rd,Ubly,MI,48475,US,19896582590,43.694596,-82.97007
451211,sg:85ebe6262184491abbb0cb3e3ecbd2f7,Book Mark,201 S Rath Ave,Ludington,MI,49431,US,12318432537,43.954364,-86.44905
311811,sg:283566c43eba415a9c3e9523943ea592,King Arthur's Pasties,1261 N Ballenger Hwy,Flint,MI,48504,US,18102340350,43.02406,-83.732438
311811,sg:8f84d1e988434350a47f04baf562d753,Monica's Gourmet Cookies,3668 29th St SE,Grand Rapids,MI,49512,US,16169777200,42.908931,-85.576512
451211,sg:777893efb51a41ecbbfb8473c564b624,R&B Used Books,12830 S Saginaw St Ste F,Grand Blanc,MI,48439,US,18106957762,42.917948,-83.618428
712110,sg:5a014f4d976b4d0e910b086d6a7cee6e,Besser Museum For Northeast Michigan,491 Johnson St,Alpena,MI,49707,US,,45.080737,-83.448453
712110,sg:efa64a35f6764a96a8871c2f8c64ec27,University Of Michigan Museum Of Natural History,3003 S State St # G395,Ann Arbor,MI,48109,US,,42.243124,-83.736832
311811,sg:303117c612fc45c5a2837e578dd54ee4,Insomnia Cookies,733 W Cross St,Ypsilanti,MI,48197,US,17342373669,42.245521,-83.623
311811,sg:cf2ecfb336954f609fdaee82980b9705,Grand Cakes,4460 Plainfield Ave NE,Grand Rapids,MI,49525,US,16168662292,43.043857,-85.606237
311811,sg:5b5724b559334def814b1897180ea13e,Hodell's Cake Shop,31387 Harper Ave,Saint Clair Shores,MI,48082,US,15862941100,42.527254,-82.894689
712110,sg:53b6066944844e52b01605b17b6ffe34,Iron County Historical And Museum Society,100 Brady Ave,Caspian,MI,49915,US,19062652617,46.067995,-88.62664
512131,sg:2787134ed3f04e84ad935f8cde4f30fb,Union Street Station,117 S Union St,Traverse City,MI,49684,US,12319411930,44.763392,-85.623484
451211,sg:3435b2ca32654dbe93bc964721db0d6a,Hillsdale College Bookstore,18 E Galloway Dr,Hillsdale,MI,49242,US,15176072266,41.933614,-84.633391
311811,sg:3edb8dd2b03f40aa98f2ce137f380db1,Golden Sabaya,14645 Tireman Ave,Dearborn,MI,48126,US,13139144360,42.350724,-83.187861
451211,sg:7d55cbb6e0ab4ce187ea07c011fb32df,Book Swap & Comic Cove,340 W Main St,Gaylord,MI,49735,US,19897315414,45.027706,-84.678056
311811,sg:bf4c66dac13648deb6029dc4b586ce56,Thornburg and Company,1744 Washington St,Holland,MI,49424,US,16168369320,42.797541,-86.181451
451211,sg:fbd3cae8ca294e408b123c2e36608391,Pages Bookshop,19560 Grand River Ave,Detroit,MI,48223,US,13134737342,42.407584,-83.234833
311811,sg:6942dd68cdeb4c77a8a5fa52ff239610,Patty Cakes Restaurant & Bakery,214 W Wexford Ave,Buckley,MI,49620,US,12312693966,44.504752,-85.680037
311811,sg:ab10cf701ca14351b458ca5addb86e1d,Cupcake Station,136 N Old Woodward Ave,Birmingham,MI,48009,US,12485931903,42.547,-83.214295
451211,sg:4ad2f0aa531243ca9f5526745c23bbaa,No Limit Screen Printing,11125 Genuine Rd,Clare,MI,48617,US,19895451516,43.802382,-84.672261
451211,sg:abecdc76cf3f4198a4af78b1510d4933,Jellybean's Used Book Music & Video Exchange,2256 E M 21,Owosso,MI,48867,US,19897256949,42.998031,-84.121688
712110,sg:b3741a988c5040e48c670cb96b2ac93c,Top Of The Lake Snowmobile Museum,W11660 US Highway 2,Naubinway,MI,49762,US,,46.094594,-85.450404
311811,sg:03656b92f1d342ed97ecaf9ae84bbb31,Bake My Day,46715 Van Dyke Ave,Shelby Township,MI,48317,US,15868425457,42.63838,-83.033344
512131,sg:9c5b3522de3d420087a86b2491a9b102,Petoskey Cinema,1540 Anderson Rd,Petoskey,MI,49770,US,12313479696,45.354983,-84.97236
311811,sg:59eef9fc247f4ec8866fa0f12bc086db,Sweet Dreams Bakery,46647 Hayes Rd,Shelby Township,MI,48315,US,15862512999,42.639235,-82.975169
712110,sg:90bfb608ae36425fb3c57a11e802fd2d,1839 Court House Museum,313 S Cass St,Berrien Springs,MI,49103,US,12694711202,41.948112,-86.341077
451211,sg:ad16b2d284d64fb69b2b089bce2ccc96,The Cottage Book Shop,5989 S Lake St,Glen Arbor,MI,49636,US,12313344223,44.896762,-85.988417
512131,sg:b3b3539c6bd0444fbdde4a6f9066379a,Chene Park,2600 Atwater St,Detroit,MI,48207,US,13133937128,42.333908,-83.021592
512131,sg:f0799cfb6410483e88743edfe9f5d7a3,Motor City Showgirls,15534 E 10 Mile Rd,Eastpointe,MI,48021,US,15865672789,42.479372,-82.961557
311811,sg:6ffb469fc3724a06903262652f906679,Maatouk Bakery,2117 15 Mile Rd,Sterling Heights,MI,48310,US,15862741011,42.550657,-83.086572
311811,sg:8f3cdc6a30b24ef8bb0314ff217e149b,Butter Nut Bakery,24906 Van Dyke Ave,Center Line,MI,48015,US,15867580282,42.476829,-83.026793
712110,sg:f6f0de12d716463f86e7c80dedca381b,Curious Kids' Museum,415 Lake Blvd,Saint Joseph,MI,49085,US,12699832543,42.108529,-86.483676
712110,sg:bbc76d2f7ebf4ff1bb343fc33ce2a96f,Sindecuse Museum Of Dentistry,3003 S State St # G395,Ann Arbor,MI,48109,US,17347630767,42.243208,-83.737245
512131,sg:089b3f6b85ba4ddcb6eae38846cd0be1,MJR Digital Cinemas,8200 Murphy Dr,Brighton,MI,48116,US,18102274700,42.548219,-83.799378
451211,sg:4d688304eee34a23ae40252cf00b84fc,Michigan News Agency,308 W Michigan Ave,Kalamazoo,MI,49007,US,12693435958,42.291751,-85.586304
311811,sg:5764e825270a4ff09da06c3457207bdf,Ausable Baking Company & Creamery,205 N 5th St,Roscommon,MI,48653,US,19892811330,44.499117,-84.593919
512131,sg:a268d54de2924b9a8c420a31695422b0,Deja Vu,16549 Woodward Ave,Highland Park,MI,48203,US,13138838000,42.41717,-83.105189
712110,sg:a7cc1dacef2f453eb43edd0b455c9f69,Battle Creek Regional History Museum,307 Jackson St W,Battle Creek,MI,49037,US,,42.32353,-85.193159
311811,sg:cd0f420a0a294bff948a72c30745703b,Ryke's Bakery,623 A Way,Grand Haven,MI,49417,US,16164147438,43.068161,-86.220959
451211,sg:873c9308394848daa1eadee610f0882c,I M G Book Bindery,21114 Walton St,Saint Clair Shores,MI,48081,US,15864654138,42.490925,-82.902458
311811,sg:e887d2b8ed124a21b6f1be050494babd,Amy J's Pasty,1000 N Lincoln Dr,Hancock,MI,49930,US,19064822253,47.130543,-88.59839
451211,sg:22628e1b7f6f4bc7915037c8eab07399,Nostalgia Ink,139 S Mechanic St,Jackson,MI,49201,US,15177848955,42.24671,-84.405642
512131,sg:a590dd48951042eda16f68b5de67e134,Michigan Theatre,210 Center St,South Haven,MI,49090,US,12696371662,42.404248,-86.274347
311811,sg:896cc73f914f48fc9d6e7d1b8497e6c6,Holy Cannoli,2752 Coolidge Hwy,Berkley,MI,48072,US,12488041409,42.49745,-83.183446
311811,sg:e89087f8c00a4b90a060e285d5576f92,Marino's Italian Bakery,5120 Allen Rd,Allen Park,MI,48101,US,13133832200,42.265379,-83.201221
712110,sg:8eee783b01104af8af4cd92817abe47e,Frankenmuth Historical Museum,613 S Main St,Frankenmuth,MI,48734,US,19896529701,43.32826,-83.739419
451211,sg:c4e150f96e9b468fa8703c78dc3aa26a,Mid Town Party Store,9714 Red Arrow Hwy,Bridgman,MI,49106,US,12694656622,41.942813,-86.563986
712110,sg:5736ea738ffa4ac2995ddfab7f99a2c2,Michigan Firehouse Museum And Education Center,110 W Cross St,Ypsilanti,MI,48197,US,17345470663,42.246085,-83.614128
512131,sg:50440ef95f20435281b005f3da095c32,MJR Digital Cinemas,28600 Dequindre Rd,Warren,MI,48092,US,,42.502256,-83.081316
451211,sg:3601bd6db47b4885b1981ab36b72b140,Stewardship Advisors,2225 E 14 Mile Rd,Birmingham,MI,48009,US,12486446150,42.532754,-83.191988
512131,sg:99c2c342a2f344639492b02630fe301c,Protege Game Studios,8485 Homestead Dr Unit 1,Zeeland,MI,49464,US,16163890299,42.810757,-85.991157
311811,sg:deb5835c21f84c3c8d24d8a546b8ebc0,Amaro's Bakery & Restaurant,1961 Godfrey Ave SW,Wyoming,MI,49509,US,16162450890,42.928486,-85.693887
712110,sg:fa9bbe287f1c4ee8950cdce427c8ba6c,Onaway Court House And Historical Museum,20774 State St,Onaway,MI,49765,US,,45.358283,-84.229319
451211,sg:6ce27398fba74d0f98d2110165319d5d,Fine Books Company,781 E Snell Rd,Rochester,MI,48306,US,12486518799,42.733807,-83.120034
311811,sg:a99882d1080249529892de948dc32ebd,Dairy Delite,111 N Williams St,Mancelona,MI,49659,US,12315879334,44.90283,-85.06072
451211,sg:89415b77e94d467d8b95b9563d4569f5,Prime Time Comics & Cards,4 N Broadway St,Lake Orion,MI,48362,US,12486931735,42.78482,-83.239603
451211,sg:5f80911e44d94c0b8d1aa43e25685943,Petal N Bean Co,6450 Main St Ste 3,Cass City,MI,48726,US,19899122244,43.600437,-83.175644
512131,sg:7d6209aae74f451e9296e0e1eeee5bd3,The Majestic,4120 Woodward Ave,Detroit,MI,48201,US,,42.351138,-83.060048
712110,sg:c2b214746c684d549d587cbfba7010f4,Labor Museum And Learning Center Of Michigan,711 N Saginaw St,Flint,MI,48503,US,18107620251,43.023207,-83.693891
712110,sg:3d439e6641744357a89b2e924f6352e7,Flint Children's Museum,1602 University Ave,Flint,MI,48504,US,18107675437,43.014035,-83.711811
512131,sg:7cfeba3b58294c9ba590902cd98752b6,The Maple Theater,4135 W Maple Rd,Bloomfield Hills,MI,48301,US,12487501030,42.544289,-83.287494
