"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","category_tags"
sg:023a8d721dc2498f99c472e4a0c19755,,Time Travelers Comics Card & Collectables,,,Book Stores and News Dealers,Book Stores,451211,42.502793,-83.192247,3277 12 Mile Rd,Berkley,MI,48072,US,+12482913029,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
sg:ee0e0c5b11784563bf170d286dfa1866,,Schafer Bakeries,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.270201,-85.57138,807 Palmer Ave,Kalamazoo,MI,49001,US,+12693431217,,
sg:6f3b1ad0aa2947579311594799e35ddf,,Mays Used Records,,,Book Stores and News Dealers,Book Stores,451211,42.447528,-83.10459,126 W 8 Mile Rd,Hazel Park,MI,48030,US,+12485477470,,
sg:0f37f1a4553b44d791615723d98d2740,,Roti Max Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.320339,-83.183145,14430 Michigan Ave,Dearborn,MI,48126,US,+13134361188,,
sg:0a0b3a08115b4f2da81d6770130ec200,sg:e2aa25dcd5454a1ba2528c6e736a036e,Emagine Entertainment,SG_BRAND_1e45f611b9bafb3d37a329882f431295,Emagine Entertainment,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.17845,-83.75959,1335 E Michigan Ave,Saline,MI,48176,US,+17343165500,"{ ""Mon"": [[""10:00"", ""23:00""]], ""Tue"": [[""10:00"", ""23:00""]], ""Wed"": [[""10:00"", ""23:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""10:00"", ""23:00""]] }",
sg:28803eba66284b0f860f20ae0ee0bed6,,The New Club Venus,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.328117,-83.156333,9506 Michigan Ave,Detroit,MI,48210,US,+13137246022,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]] }",
sg:a52e50d2fb8d493a845b9b8aaecf838c,,Hall of Heroes,,,Book Stores and News Dealers,Book Stores,451211,43.604718,-84.774574,201 1/2 E Broadway St,Mount Pleasant,MI,48858,US,+19897738464,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [[""12:00"", ""19:00""]], ""Fri"": [[""12:00"", ""19:00""]], ""Sat"": [[""12:00"", ""19:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",
sg:b914ceb4a05e444eb8be7233cbacb0ae,,Hello Cupcake,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.187856,-85.501301,Clovermeadows Ave,Scotts,MI,49088,US,+12698700396,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""8:00"", ""17:00""]] }",
sg:2300e2ef7ff34341a8c54d10ad1039cf,,Aunt Millies,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.259483,-85.574995,440 E Cork St,Kalamazoo,MI,49001,US,+12693422765,,
sg:befc39070a8344d8bbfc0047e7ab766d,,Simply Sweet By Jessica,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,45.373749,-84.956155,324 E Mitchell St,Petoskey,MI,49770,US,+12316228322,"{ ""Mon"": [[""10:00"", ""17:30""]], ""Tue"": [[""10:00"", ""17:30""]], ""Wed"": [[""10:00"", ""17:30""]], ""Thu"": [[""10:00"", ""17:30""]], ""Fri"": [[""10:00"", ""17:30""]], ""Sat"": [[""9:30"", ""16:00""]], ""Sun"": [] }",
sg:8dca31749ba94e799993bd952a651cda,,Scholastic Book Fair,,,Book Stores and News Dealers,Book Stores,451211,42.244111,-83.452419,41873 Ecorse Rd Ste 260,Van Buren Twp,MI,48111,US,+17349579834,,
sg:325bb7caf12b45a6ac5552c7d07fe386,,Ella Sharp Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.214624,-84.41586,3225 4th St,Jackson,MI,49203,US,+15177872320,,
sg:a53ad1b0029a4a558117b24a16ae8ffe,,Fun with Frosting,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.81856,-83.708064,1539 N Leroy St,Fenton,MI,48430,US,+18103548699,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""15:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",
sg:dfc7576166734766b405bc5ac253f9b8,,GQT Quality 16,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.286679,-83.804288,3686 Jackson Rd,Ann Arbor,MI,48103,US,+17346237469,,
sg:8968a1b318f44c009a800f7baff8a8a1,,Miller Auditorium,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.279204,-85.615251,2200 Auditorium Dr,Kalamazoo,MI,49008,US,+12693872300,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""11:00"", ""15:00""]], ""Sun"": [] }",
sg:8cd6d072a185449382f502a20e4d4f0f,,Curious Book Shop,,,Book Stores and News Dealers,Book Stores,451211,42.734692,-84.481144,307 E Grand River Ave,East Lansing,MI,48823,US,+15173320112,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
sg:a22e7a7bc74b4811a79b3c8dd360b7ff,,Detroit Children's Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.365192,-83.073866,6134 2nd Ave,Detroit,MI,48202,US,+13138738100,,
sg:2086218b15a04802b78e2b66f6ec784e,sg:a0f8e907676542a49be96948c2e37fc4,Mackenzie Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.296973,-85.644296,4426 W Main St,Kalamazoo,MI,49006,US,+12693238226,,
sg:6210ee1656294485be0bc31182f22b42,,Collectors Corner,,,Book Stores and News Dealers,Book Stores,451211,43.634402,-84.227232,4011 Jefferson Ave,Midland,MI,48640,US,+19897507130,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [[""12:00"", ""19:00""]], ""Fri"": [[""12:00"", ""24:00""]], ""Sat"": [[""12:00"", ""19:00""]], ""Sun"": [[""12:00"", ""16:00""]] }",
sg:03bda15d17074a5aa68d034c17d73a80,sg:66e2339acd0f4603af2e8d5c3d47ebdb,MBaxi,,,Book Stores and News Dealers,Book Stores,451211,42.593197,-83.147676,55 E Long Lake Rd Ste 461,Troy,MI,48085,US,+12484987133,,
sg:5ff90d259fb745dfa8737bb28bdd486e,,NCG Cinemas,SG_BRAND_f5f1b56fb5de5dd0,NCG Cinemas,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.996107,-84.167462,314 E Comstock St,Owosso,MI,48867,US,+19897255410,,
sg:58e620210fb149758abdad45a9362156,,Townsend Hotel Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.545062,-83.215742,175 W Merrill St,Birmingham,MI,48009,US,+12486446506,"{ ""Mon"": [], ""Tue"": [[""7:00"", ""15:00""]], ""Wed"": [[""7:00"", ""15:00""]], ""Thu"": [[""7:00"", ""15:00""]], ""Fri"": [[""7:00"", ""15:00""]], ""Sat"": [[""7:00"", ""15:00""]], ""Sun"": [] }",
sg:be87151283b8480b805d1ad8131a5fdb,,The Great Bread Company,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.975501,-85.906385,4876 Allen Park Dr Ste 3,Allendale,MI,49401,US,+16168950600,,
sg:2e27ededebc0480082a19133560c006f,,Perfection Bakeries,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,43.490347,-83.931482,870 Bridgeview S,Saginaw,MI,48604,US,+19897525820,,
sg:b125b64063c74c94a2c889097d568d24,,CRYSTAL by Cirque Du Soleil,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.341702,-83.054477,2645 Woodward Ave,Detroit,MI,48201,US,,,
sg:1e0a062e3f9a46bbbed30a9fb2a9985f,,GQT Grand Haven 9,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,43.029219,-86.215874,17220 Hayes St,Grand Haven,MI,49417,US,+16168447469,"{ ""Mon"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Tue"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Wed"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Thu"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Fri"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Sat"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Sun"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]] }",
sg:a4f270c6a17d45cf80d7f6086e22c094,,Social Motto,,,Book Stores and News Dealers,Book Stores,451211,42.370859,-82.956138,12711 E Jefferson Ave,Detroit,MI,48215,US,+13136521747,,
sg:076d2559c12c485dae8d5b27f4d2cdb4,,Readers World Bookstore,,,Book Stores and News Dealers,Book Stores,451211,42.79018,-86.109267,194 S River Ave,Holland,MI,49423,US,+16163968548,,
sg:ad9fd32e4d92475ba73a0ac8d6f80af6,,Mac's Bar,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.73322,-84.513539,2700 E Michigan Ave,Lansing,MI,48912,US,+15174846795,,
sg:6374677ceda147d3910d0fdd8a416e3e,,Holland Civic Center,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.789879,-86.11397,150 W 8th St,Holland,MI,49423,US,+16163551139,,
sg:7c6cb80b8f01472192fad036b8e7a377,sg:1120b02d181e47e2ae8d17edfd985691,Fun 4 All,,,Book Stores and News Dealers,Book Stores,451211,42.234865,-83.677001,3773 Carpenter Rd,Ypsilanti,MI,48197,US,+17344779994,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",
sg:7d73a3c890434c9d9423e897dfd11b9a,,Greg Seaman Music Instruction,,,Book Stores and News Dealers,Book Stores,451211,44.763813,-85.617122,322 E Front St,Traverse City,MI,49684,US,+12313137061,,
sg:d4857d14ac234b8198f2ada4ea07c104,sg:fc17bd73c3fa4771b0d5ec619df36b3d,I Love Juice Bar,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.56325,-83.168131,3115 Crooks Rd,Troy,MI,48084,US,+12485902863,,
sg:0760132bf93d4f91ba24487ed21eecfb,,Menominee County Historical Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,45.108991,-87.613862,904 11th Ave,Menominee,MI,49858,US,+19068639000,,
sg:dbdc91e8595b485991c35afd43489ff0,,Dearborn Heights Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.341531,-83.279739,24606 W Warren St,Dearborn Heights,MI,48127,US,+13137301660,,
sg:4b46d7999e9b45e7b35bbf8d2b1cd8ec,,Wharton Center,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.723934,-84.470709,750 E Shaw Ln Michigan State University,East Lansing,MI,48824,US,+15173531982,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""12:00"", ""18:00""]], ""Sun"": [] }",
sg:08fd0dc09be54891b681bad44ca17c23,,Amy Cakes,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.673172,-83.340171,2615 Dixie Hwy,Waterford,MI,48328,US,+12485997477,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",
sg:7ae6d42cfdce4f2d828b88775d2d2c80,,Sweets From Eden,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.408557,-83.057166,12197 Conant St,Detroit,MI,48212,US,+12482917367,"{ ""Mon"": [[""11:00"", ""18:00""]], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""14:00"", ""18:00""]], ""Sun"": [] }",
sg:c02c3bc9fbf849d399e26a8873c2660e,,Conley's Homestyle Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,43.626288,-85.266151,10985 90th Ave,Mecosta,MI,49332,US,+12319722001,,
sg:c0ec3f804108492296dcaee1395ada18,,Eden Polish Bookstore,,,Book Stores and News Dealers,Book Stores,451211,42.404392,-83.06265,12000 Joseph Campau St,Hamtramck,MI,48212,US,+13133681740,,
sg:93841be19eb341a9b32179182e1cc420,,Brilliant Books,,,Book Stores and News Dealers,Book Stores,451211,44.763926,-85.622865,118 E Front St,Traverse City,MI,49684,US,+12319462665,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",
sg:52ed45c8be8d479db11c80b8b8f5c76a,sg:41935b05f88545818bf2168fbbf0055e,Cake Crumbs,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.497123,-83.301622,28569 Northwestern Hwy,Southfield,MI,48034,US,+12482816456,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",
sg:0d641da8f318499893f9272d1efb7562,,Redux Books,,,Book Stores and News Dealers,Book Stores,451211,42.957835,-85.635255,1349 Lake Dr SE,Grand Rapids,MI,49506,US,+16167422665,"{ ""Mon"": [[""10:00"", ""17:30""]], ""Tue"": [[""10:00"", ""17:30""]], ""Wed"": [[""10:00"", ""17:30""]], ""Thu"": [[""10:00"", ""17:30""]], ""Fri"": [[""10:00"", ""17:30""]], ""Sat"": [[""9:30"", ""16:00""]], ""Sun"": [] }",
sg:4dba1e42ff8f45e7bd8adaa67b16e58d,,Michigan's Own Military And Space Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,43.318348,-83.735416,1250 Weiss St,Frankenmuth,MI,48734,US,,,
sg:8dcfea1a502c4d8ba3dedd44e96cc8b8,,Midwest Miniatures Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.441753,-85.421142,6855 W Hickory Rd,Hickory Crnrs,MI,49060,US,,,
sg:c38f26c0db02444ebe3c3acdc821832a,,Moose Pastry & Tea,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.478924,-83.464102,42130 Grand River Ave,Novi,MI,48375,US,+12489464954,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",
sg:f7377c480f57410f94397c09d4e554f5,sg:fd73f25b5f3b43c3b16f1b7cd2a8eebd,Great Harvest Bread,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.294585,-85.647592,320 N Drake Rd,Kalamazoo,MI,49009,US,+12693430104,,
sg:2330bc7f179e42068fd590c46b5575f4,,Ma and Pa's Gluten Free Cafe & Mini Golf,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,44.119023,-86.330285,8852 N Quarterline Rd,Free Soil,MI,49411,US,+12312331893,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [], ""Sun"": [[""6:00"", ""20:00""]] }",
sg:87654a4b572a49f8be3ee25aaf9d6481,sg:5e13d003134143e3b9b517dedd99408e,Sweet Treats Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,44.278468,-85.40804,1941 N Mitchell St,Cadillac,MI,49601,US,+12317752948,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""17:30""]], ""Wed"": [[""8:00"", ""17:30""]], ""Thu"": [[""8:00"", ""17:30""]], ""Fri"": [[""8:00"", ""17:30""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",
sg:7ea56aad3d4b4c0c8841a07aadfb848c,,Grand Rapids,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.892848,-85.664297,3900 Division Ave S,Wyoming,MI,49548,US,,,
sg:8ed6ebc267d048e1a2c6a83060f42107,,New Leaf Pastries,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,43.128299,-85.575076,504 Rock Hollow Dr NE,Rockford,MI,49341,US,+16167458290,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""9:00"", ""13:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""10:00"", ""14:00""]] }",
sg:655f750c979c46aba86e931ce4508fee,,Chillermania,,,Book Stores and News Dealers,Book Stores,451211,45.436326,-84.609072,1651 S Straits Hwy,Indian River,MI,49749,US,+12312380338,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",
sg:1425f4d3afa042d59b6506a86af6594e,,Milford Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.590936,-83.600008,408 N Main St,Milford,MI,48381,US,+12486852200,"{ ""Mon"": [[""6:00"", ""17:00""]], ""Tue"": [[""6:00"", ""17:00""]], ""Wed"": [[""6:00"", ""17:00""]], ""Thu"": [[""6:00"", ""17:00""]], ""Fri"": [[""6:00"", ""17:00""]], ""Sat"": [[""6:00"", ""17:00""]], ""Sun"": [] }",
sg:cb4bb87fd69346d293b8b3f653011b19,,Johnny Mac's Cookie Factory,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.511588,-82.897732,29636 Harper Ave,Saint Clair Shores,MI,48082,US,+15862966300,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",
sg:6735188e52e84ec49923ade30edf7a08,,Palladium Books,,,Book Stores and News Dealers,Book Stores,451211,42.330388,-83.425485,39074 Webb Ct,Westland,MI,48185,US,+17347212900,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""14:00"", ""18:00""]], ""Sun"": [] }",
sg:d899a567f13448c18acc2b1015c9634e,,Founders Brewing,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.958444,-85.673808,235 Grandville Ave SW,Grand Rapids,MI,49503,US,,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]] }",
sg:e449ea78d967436eacd277ca32903088,,Angel's Garden,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,43.268168,-82.530504,7260 Huron Ave,Lexington,MI,48450,US,+18103592496,,
sg:8ec7d512e53d418dbae3060869583560,,Trim Tech,,,Book Stores and News Dealers,Book Stores,451211,41.858926,-84.472613,9191 Hudson Rd,Pittsford,MI,49271,US,+15175233919,,
sg:f5870b4ae1d649e8aca7924bad97a0f7,sg:5d09a77d023744ffadda9ce39b896e1e,Phoenix Theatres,SG_BRAND_17c7dff1a7042629,Phoenix Theatres,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,41.948274,-83.388346,2121 N Monroe St Unit 700,Monroe,MI,48162,US,,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""9:00"", ""23:00""]] }",
sg:a17f04049dbf4793aac9380923e0f70b,sg:af0f9c01ef7546bfb92919354b78f0f3,Barnes and Noble,SG_BRAND_0031e43e4f12b969239801d340f7c141,Barnes and Noble,Book Stores and News Dealers,Book Stores,451211,43.034185,-82.458441,4325 24th Ave,Fort Gratiot,MI,48059,US,+18103854849,,
sg:60d707163ac34f35af7f3866c6969e2b,,Jeni's Ugly Pies,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.629587,-83.61608,1095 S Milford Rd,Highland,MI,48357,US,+17345360329,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""12:00"", ""18:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",
sg:a5ad8b8b58e44c8785356d23d6da078b,,Middle Eastern Bookstore,,,Book Stores and News Dealers,Book Stores,451211,42.34461,-83.161113,10344 W Warren Ave,Dearborn,MI,48126,US,+13135825271,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""13:00"", ""20:00""]], ""Sun"": [[""13:00"", ""18:00""]] }",
sg:f830dfdc42914baf8de07e60e23a81a3,,IMAX,SG_BRAND_32c968bb1e341ec64fd75b776fdcc269,IMAX,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.659957,-84.549524,200 E Edgewood Blvd,Lansing,MI,48911,US,+15173937469,,
sg:72331ef75db34d0382568a22fdb90f58,,Ready Jetter,,,Book Stores and News Dealers,Book Stores,451211,42.507518,-83.175601,29488 Woodward Ave,Royal Oak,MI,48073,US,,,
sg:ddfa4764907e4dea8bfc2bb192bde76c,,Bartz Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.321995,-83.271873,1532 N Telegraph Rd,Dearborn,MI,48128,US,+13135620986,"{ ""Mon"": [[""5:30"", ""18:00""]], ""Tue"": [[""5:30"", ""18:00""]], ""Wed"": [[""5:30"", ""18:00""]], ""Thu"": [[""5:30"", ""18:00""]], ""Fri"": [[""5:30"", ""18:00""]], ""Sat"": [[""5:30"", ""18:00""]], ""Sun"": [] }",
sg:726452fa181e481aadd175f81f6c3315,sg:1ed9b15fa1d84fec97970c416208125d,Barnes and Noble,SG_BRAND_0031e43e4f12b969239801d340f7c141,Barnes and Noble,Book Stores and News Dealers,Book Stores,451211,42.284328,-83.20762,3120 Fairlane Dr,Allen Park,MI,48101,US,+13132710688,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""10:00"", ""21:00""]] }",
sg:7ab7c27a145042a2a2c705bdc6af95cb,sg:0967873b72b64c23bbe10d1292320f85,Ulrich's Bookstore,,,Book Stores and News Dealers,Book Stores,451211,42.274899,-83.734405,1200 S University Ave,Ann Arbor,MI,48104,US,+17346623201,,
sg:ddd791132e9e43aaa949c8cca5f4beb6,,Theatre at the Hilberry,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.354364,-83.066233,4743 Cass Ave,Detroit,MI,48201,US,+13135772972,"{ ""Mon"": [[""10:00"", ""16:00""]], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",
sg:5daa809d564446c6ad5cf079719eddfb,,The Downeaster Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.746191,-84.537307,1120 N Pennsylvania Ave,Lansing,MI,48906,US,+15177638045,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""20:00""]] }",
